Time,Symbol,Price,Quantity,Type,Status,Value,Tag 
2019-11-14T14:49:04Z,NKE,90.177540557,1,Market,Filled,90.177540557, 
2019-11-14T15:01:00Z,NKE,90.663699594,-1,Market,Filled,-90.663699594, 
2019-11-14T15:02:41Z,NKE,90.663699594,-1,Market,Filled,-90.663699594, 
2019-11-14T15:35:59Z,NKE,91.030799275,-2,Market,Filled,-182.06159855, 
2019-11-14T15:56:00Z,NKE,91.08040734,-1,Market,Filled,-91.08040734, 
2019-11-14T16:19:59Z,NKE,90.951426371,1,Market,Filled,90.951426371, 
2019-11-14T16:43:00Z,NKE,90.921661532,-1,Market,Filled,-90.921661532, 
2019-11-14T17:15:00Z,AAPL,261.002374103,1,Market,Filled,261.002374103, 
2019-11-14T18:17:00Z,NKE,90.862131854,1,Market,Filled,90.862131854, 
2019-11-14T19:27:27Z,AAPL,261.589388172,-1,Market,Filled,-261.589388172, 
2019-11-14T19:27:27Z,NKE,90.366051204,1,Market,Filled,90.366051204, 
2019-11-14T20:51:00Z,NKE,90.693464433,-1,Market,Filled,-90.693464433, 
2019-11-15T14:32:00Z,NKE,91.47727186,-1,Market,Filled,-91.47727186, 
2019-11-15T14:43:54Z,NKE,91.685625733,-1,Market,Filled,-91.685625733, 
2019-11-15T14:43:54Z,AAPL,262.574377881,1,Market,Filled,262.574377881, 
2019-11-15T14:50:00Z,NKE,91.923744445,-1,Market,Filled,-91.923744445, 
2019-11-15T15:10:00Z,NKE,91.854293154,-1,Market,Filled,-91.854293154, 
2019-11-15T15:19:43Z,AAPL,262.106756504,1,Market,Filled,262.106756504, 
2019-11-15T15:42:00Z,NKE,92.459511547,-1,Market,Filled,-92.459511547, 
2019-11-15T17:13:00Z,NKE,92.796846389,-1,Market,Filled,-92.796846389, 
2019-11-15T18:20:00Z,NKE,92.499197999,1,Market,Filled,92.499197999, 
2019-11-15T18:52:00Z,NKE,92.459511547,1,Market,Filled,92.459511547, 
2019-11-15T21:16:41Z,AAPL,264.315521306,-245,Market On Open,Filled,-64757.30271997, 
2019-11-15T21:16:41Z,NKE,92.995278649,701,Market On Open,Filled,65189.690332949, 
2019-11-16T11:16:57Z,NKE,92.380138643,-700,Market On Open,Filled,-64666.0970501, 
2019-11-16T11:16:57Z,AAPL,264.45481278,245,Market On Open,Filled,64791.4291311, 
2019-11-18T14:33:24Z,NKE,92.747238324,-4,Market,Filled,-370.988953296, 
2019-11-18T14:44:00Z,AAPL,263.370329161,-1,Market,Filled,-263.370329161, 
2019-11-18T14:44:00Z,NKE,92.221392835,1,Market,Filled,92.221392835, 
2019-11-18T15:58:20Z,NKE,92.66786542,-1,Market,Filled,-92.66786542, 
2019-11-18T18:05:00Z,NKE,93.342535104,-1,Market,Filled,-93.342535104, 
2019-11-18T19:16:00Z,NKE,93.302848652,1,Market,Filled,93.302848652, 
2019-11-19T14:34:00Z,NKE,94.215637048,-3,Market,Filled,-282.646911144, 
2019-11-19T14:34:00Z,AAPL,265.698486655,1,Market,Filled,265.698486655, 
2019-11-19T14:56:00Z,AAPL,265.569144572,-1,Market,Filled,-265.569144572, 
2019-11-19T14:56:00Z,NKE,93.203632522,3,Market,Filled,279.610897566, 
2019-11-19T15:02:15Z,NKE,92.86629768,1,Market,Filled,92.86629768, 
2019-11-19T15:14:00Z,NKE,92.757159937,1,Market,Filled,92.757159937, 
2019-11-19T16:09:00Z,NKE,92.528962838,-1,Market,Filled,-92.528962838, 
2019-11-20T14:50:57Z,NKE,93.034965101,-2,Market,Filled,-186.069930202, 
2019-11-20T14:59:33Z,NKE,93.253240587,-1,Market,Filled,-93.253240587, 
2019-11-20T15:46:38Z,NKE,92.786924776,1,Market,Filled,92.786924776, 
2019-11-20T16:59:55Z,NKE,92.66786542,-1,Market,Filled,-92.66786542, 
2019-11-20T17:59:00Z,NKE,92.340452191,-2,Market,Filled,-184.680904382, 
2019-11-20T17:59:00Z,AAPL,259.77859901,1,Market,Filled,259.77859901, 
2019-11-20T19:42:00Z,NKE,92.578570903,1,Market,Filled,92.578570903, 
2019-11-20T20:11:48Z,NKE,92.300765739,1,Market,Filled,92.300765739, 
2019-11-21T14:31:00Z,AAPL,262.176402241,-1,Market,Filled,-262.176402241, 
2019-11-21T14:31:00Z,NKE,91.993195736,2,Market,Filled,183.986391472, 
2019-11-21T14:51:00Z,NKE,92.439668321,-1,Market,Filled,-92.439668321, 
2019-11-21T15:00:00Z,NKE,92.032882188,1,Market,Filled,92.032882188, 
2019-11-21T16:16:17Z,NKE,91.933666058,-1,Market,Filled,-91.933666058, 
2019-11-21T17:00:00Z,NKE,91.913822832,-1,Market,Filled,-91.913822832, 
2019-11-21T17:19:48Z,NKE,91.636017668,1,Market,Filled,91.636017668, 
2019-11-21T17:31:00Z,NKE,91.516958312,1,Market,Filled,91.516958312, 
2019-11-21T18:18:17Z,NKE,91.893979606,-1,Market,Filled,-91.893979606, 
2019-11-21T19:35:59Z,NKE,91.636017668,1,Market,Filled,91.636017668, 
2019-11-22T14:36:50Z,NKE,91.318526052,2,Market,Filled,182.637052104, 
2019-11-22T14:40:14Z,NKE,91.516958312,-1,Market,Filled,-91.516958312, 
2019-11-22T15:10:16Z,NKE,91.695547346,-1,Market,Filled,-91.695547346, 
2019-11-22T15:48:00Z,NKE,91.844371541,-1,Market,Filled,-91.844371541, 
2019-11-22T17:05:00Z,NKE,92.112255092,-1,Market,Filled,-92.112255092, 
2019-11-22T18:19:00Z,AAPL,261.012323494,1,Market,Filled,261.012323494, 
2019-11-22T18:35:00Z,NKE,92.429746708,-1,Market,Filled,-92.429746708, 
2019-11-22T18:50:00Z,NKE,92.509119612,-1,Market,Filled,-92.509119612, 
2019-11-25T14:41:00Z,NKE,93.054808327,1,Market,Filled,93.054808327, 
2019-11-25T14:52:00Z,NKE,92.846454454,1,Market,Filled,92.846454454, 
2019-11-25T15:28:00Z,NKE,92.598414129,1,Market,Filled,92.598414129, 
2019-11-25T15:31:47Z,AAPL,263.897646884,-1,Market,Filled,-263.897646884, 
2019-11-25T15:31:47Z,NKE,92.578570903,1,Market,Filled,92.578570903, 
2019-11-25T16:15:00Z,NKE,92.241236061,-695,Market,Filled,-64107.659062395, 
2019-11-25T16:15:00Z,AAPL,264.116533486,242,Market,Filled,63916.201103612, 
2019-11-26T13:40:56Z,AAPL,265.469650662,-242,Market On Open,Filled,-64243.655460204, 
2019-11-26T13:40:56Z,NKE,92.757159937,699,Market On Open,Filled,64837.254795963, 
2019-11-26T14:34:48Z,NKE,92.528962838,-2,Market,Filled,-185.057925676, 
2019-11-26T15:08:44Z,NKE,92.528962838,-1,Market,Filled,-92.528962838, 
2019-11-26T20:15:22Z,NKE,92.459511547,1,Market,Filled,92.459511547, 
2019-11-26T20:55:54Z,NKE,92.618257355,-1,Market,Filled,-92.618257355, 
2019-11-26T21:35:57Z,NKE,92.717473485,-2,Market On Open,Filled,-185.43494697, 
2019-11-27T15:30:00Z,NKE,93.56081059,-1,Market,Filled,-93.56081059, 
2019-11-27T15:52:46Z,NKE,93.620340268,-1,Market,Filled,-93.620340268, 
2019-11-27T15:59:00Z,NKE,93.421908008,1,Market,Filled,93.421908008, 
2019-11-27T16:22:00Z,NKE,93.114338005,1,Market,Filled,93.114338005, 
2019-11-27T18:30:58Z,NKE,92.995278649,1,Market,Filled,92.995278649, 
2019-11-29T14:31:00Z,NKE,94.0039128,-3,Market,Filled,-282.0117384, 
2019-11-29T14:31:00Z,AAPL,265.390055534,1,Market,Filled,265.390055534, 
2019-11-29T14:44:00Z,NKE,93.615960144,1,Market,Filled,93.615960144, 
2019-11-29T14:56:00Z,AAPL,266.016867167,-1,Market,Filled,-266.016867167, 
2019-11-29T14:56:00Z,NKE,93.397115056,1,Market,Filled,93.397115056, 
2019-11-29T15:03:00Z,NKE,93.287692512,1,Market,Filled,93.287692512, 
2019-11-29T17:39:00Z,NKE,92.949477376,1,Market,Filled,92.949477376, 
2019-11-30T09:56:41Z,AAPL,265.967120212,-244,Market On Open,Filled,-64895.977331728, 
2019-11-30T09:56:41Z,NKE,93.785067712,695,Market On Open,Filled,65180.62205984, 
2019-11-30T14:43:37Z,NKE,93.586117632,-695,Market On Open,Filled,-65042.35175424, 
2019-11-30T14:43:37Z,AAPL,266.156158641,244,Market On Open,Filled,64942.102708404, 
2019-12-02T14:31:00Z,NKE,93.615960144,-3,Market,Filled,-280.847880432, 
2019-12-02T14:44:00Z,NKE,93.317535024,1,Market,Filled,93.317535024, 
2019-12-02T15:04:00Z,NKE,93.30758752,-2,Market,Filled,-186.61517504, 
2019-12-02T15:55:05Z,NKE,93.048952416,-1,Market,Filled,-93.048952416, 
2019-12-02T16:23:56Z,NKE,92.651052256,1,Market,Filled,92.651052256, 
2019-12-02T21:19:22Z,NKE,91.944779472,-1,Market On Open,Filled,-91.944779472, 
2019-12-03T14:31:42Z,NKE,91.96467448,-5,Market,Filled,-459.8233724, 
2019-12-03T14:31:42Z,AAPL,255.967982257,2,Market,Filled,511.935964514, 
2019-12-03T15:14:40Z,NKE,91.586669328,1,Market,Filled,91.586669328, 
2019-12-03T15:56:00Z,NKE,91.198716672,1,Market,Filled,91.198716672, 
2019-12-03T16:24:00Z,AAPL,256.127172513,-1,Market,Filled,-256.127172513, 
2019-12-03T16:24:00Z,NKE,90.950029072,1,Market,Filled,90.950029072, 
2019-12-03T18:26:00Z,NKE,91.656301856,-1,Market,Filled,-91.656301856, 
2019-12-03T18:40:00Z,NKE,91.646354352,1,Market,Filled,91.646354352, 
2019-12-03T19:49:00Z,NKE,91.66624936,-1,Market,Filled,-91.66624936, 
2019-12-04T14:31:00Z,NKE,92.402364656,1,Market,Filled,92.402364656, 
2019-12-04T15:02:00Z,NKE,92.770422304,-1,Market,Filled,-92.770422304, 
2019-12-04T15:18:00Z,AAPL,260.315866124,-245,Market,Filled,-63777.38720038, 
2019-12-04T15:18:00Z,NKE,92.71073728,689,Market,Filled,63877.69798592, 
2019-12-04T21:53:22Z,NKE,95.336878336,-688,Market On Open,Filled,-65591.772295168, 
2019-12-04T21:53:22Z,AAPL,262.534580317,246,Market On Open,Filled,64583.506757982, 
2019-12-05T14:37:29Z,AAPL,263.231037687,3,Market,Filled,789.693113061, 
2019-12-05T14:37:29Z,NKE,95.068295728,1,Market,Filled,95.068295728, 
2019-12-05T14:45:46Z,NKE,94.710185584,1,Market,Filled,94.710185584, 
2019-12-05T14:51:59Z,NKE,94.471445488,1,Market,Filled,94.471445488, 
2019-12-05T15:21:02Z,NKE,94.660448064,-1,Market,Filled,-94.660448064, 
2019-12-05T15:23:13Z,NKE,94.740028096,-1,Market,Filled,-94.740028096, 
2019-12-05T16:36:18Z,NKE,94.431655472,1,Market,Filled,94.431655472, 
2019-12-05T16:41:00Z,NKE,94.35207544,1,Market,Filled,94.35207544, 
2019-12-05T20:19:14Z,NKE,95.336878336,-1,Market,Filled,-95.336878336, 
2019-12-05T23:39:43Z,AAPL,265.967120212,-249,Market On Open,Filled,-66225.812932788, 
2019-12-05T23:39:43Z,NKE,96.182416176,690,Market On Open,Filled,66365.86716144, 
2019-12-06T14:31:00Z,NKE,96.34157624,-1,Market,Filled,-96.34157624, 
2019-12-07T04:51:19Z,NKE,96.510683808,-1380,Market On Open,Filled,-133184.74365504, 
2019-12-07T21:17:15Z,AAPL,268.713152128,494,Market On Open,Filled,132744.29715123, 
2019-12-09T15:17:40Z,AAPL,268.23558136,1,Market,Filled,268.23558136, 
2019-12-09T15:19:53Z,AAPL,268.315176488,-247,Market,Filled,-66273.848592536, 
2019-12-09T15:19:53Z,NKE,96.301786224,690,Market,Filled,66448.23249456, 
2019-12-09T15:27:19Z,NKE,96.082941136,1,Market,Filled,96.082941136, 
2019-12-09T16:12:22Z,NKE,96.102836144,-1,Market,Filled,-96.102836144, 
2019-12-09T16:34:34Z,NKE,95.874043552,-1,Market,Filled,-95.874043552, 
2019-12-09T18:35:41Z,NKE,95.913833568,-1,Market,Filled,-95.913833568, 
2019-12-10T20:33:00Z,NKE,96.401261264,1,Market,Filled,96.401261264, 
2019-12-10T21:56:01Z,NKE,96.222206192,-689,Market On Open,Filled,-66297.100066288, 
2019-12-10T21:56:01Z,AAPL,267.449579471,248,Market On Open,Filled,66327.495708808, 
2019-12-11T03:40:11Z,AAPL,267.43963008,-496,Market On Open,Filled,-132650.05651968, 
2019-12-11T14:10:42Z,NKE,96.878741456,1376,Market On Open,Filled,133305.14824346, 
2019-12-11T15:50:38Z,NKE,96.351523744,-6,Market,Filled,-578.109142464, 
2019-12-12T15:51:00Z,NKE,97.346274144,-1370,Market,Filled,-133364.39557728, 
2019-12-12T18:46:55Z,NKE,96.809108928,1376,Market,Filled,133209.33388493, 
2019-12-13T15:23:33Z,NKE,97.28658912,-687,Market,Filled,-66835.88672544, 
2019-12-13T15:23:33Z,AAPL,272.71280731,245,Market,Filled,66814.63779095, 
2019-12-13T16:37:57Z,NKE,97.405959168,-1,Market,Filled,-97.405959168, 
2019-12-13T20:57:00Z,NKE,97.296536624,1,Market,Filled,97.296536624, 
2019-12-16T14:52:41Z,NKE,97.903334368,3,Market,Filled,293.710003104, 
2019-12-16T15:13:41Z,AAPL,278.463555308,-1,Market,Filled,-278.463555308, 
2019-12-16T18:08:15Z,NKE,98.798609728,-1,Market,Filled,-98.798609728, 
2019-12-16T19:48:57Z,NKE,98.171916976,1,Market,Filled,98.171916976, 
2019-12-17T14:40:20Z,NKE,99.106982352,-2,Market,Filled,-198.213964704, 
2019-12-17T14:46:54Z,AAPL,278.274516879,1,Market,Filled,278.274516879, 
2019-12-17T15:08:11Z,NKE,98.9776648,1,Market,Filled,98.9776648, 
2019-12-17T15:40:00Z,NKE,98.848347248,1,Market,Filled,98.848347248, 
2019-12-17T18:30:00Z,NKE,98.838399744,-1,Market,Filled,-98.838399744, 
2019-12-17T19:35:39Z,NKE,99.166667376,-1,Market,Filled,-99.166667376, 
2019-12-18T14:41:00Z,NKE,99.087087344,-1,Market,Filled,-99.087087344, 
2019-12-18T15:29:00Z,NKE,99.614305056,-1,Market,Filled,-99.614305056, 
2019-12-18T16:04:00Z,NKE,99.713780096,-1,Market,Filled,-99.713780096, 
2019-12-18T16:04:00Z,AAPL,278.344162616,1,Market,Filled,278.344162616, 
2019-12-18T16:49:40Z,NKE,99.52477752,1,Market,Filled,99.52477752, 
2019-12-18T17:15:52Z,NKE,99.266142416,1,Market,Filled,99.266142416, 
2019-12-18T17:41:00Z,AAPL,279.468443799,-1,Market,Filled,-279.468443799, 
2019-12-18T17:49:08Z,NKE,99.236299904,1,Market,Filled,99.236299904, 
2019-12-18T19:36:00Z,NKE,100.061942736,-2,Market,Filled,-200.123885472, 
2019-12-18T20:41:00Z,NKE,100.12162776,-1,Market,Filled,-100.12162776, 
2019-12-18T20:41:00Z,AAPL,279.47839319,1,Market,Filled,279.47839319, 
2019-12-18T20:59:00Z,NKE,100.151470272,-1,Market,Filled,-100.151470272, 
2019-12-19T14:39:50Z,NKE,99.345722448,3,Market,Filled,298.037167344, 
2019-12-19T14:46:00Z,NKE,99.57451504,-1,Market,Filled,-99.57451504, 
2019-12-19T14:58:21Z,NKE,99.206457392,1,Market,Filled,99.206457392, 
2019-12-19T15:56:59Z,NKE,99.37556496,-1,Market,Filled,-99.37556496, 
2019-12-19T16:52:00Z,NKE,99.683937584,-1,Market,Filled,-99.683937584, 
2019-12-19T17:50:00Z,NKE,99.912730176,-1,Market,Filled,-99.912730176, 
2019-12-19T18:26:00Z,NKE,100.151470272,-1,Market,Filled,-100.151470272, 
2019-12-19T19:00:57Z,NKE,100.32057784,-1,Market,Filled,-100.32057784, 
2019-12-19T19:00:57Z,AAPL,277.68750281,1,Market,Filled,277.68750281, 
2019-12-20T14:31:00Z,AAPL,280.562876809,-1,Market,Filled,-280.562876809, 
2019-12-20T14:31:00Z,NKE,100.250945312,3,Market,Filled,300.752835936, 
2019-12-20T14:35:42Z,AAPL,280.294243252,-1,Market,Filled,-280.294243252, 
2019-12-20T14:35:42Z,NKE,99.106982352,4,Market,Filled,396.427929408, 
2019-12-20T14:43:11Z,NKE,98.699134688,1,Market,Filled,98.699134688, 
2019-12-20T14:57:38Z,AAPL,280.095255432,-1,Market,Filled,-280.095255432, 
2019-12-20T15:37:23Z,NKE,99.186562384,-1,Market,Filled,-99.186562384, 
2019-12-20T15:38:00Z,NKE,99.206457392,-1,Market,Filled,-99.206457392, 
2019-12-20T15:57:00Z,NKE,98.987612304,1,Market,Filled,98.987612304, 
2019-12-20T16:02:00Z,NKE,98.77871472,1,Market,Filled,98.77871472, 
2019-12-20T17:06:00Z,NKE,98.908032272,-1,Market,Filled,-98.908032272, 
2019-12-20T17:47:16Z,NKE,99.186562384,-1,Market,Filled,-99.186562384, 
2019-12-20T18:39:35Z,AAPL,279.508241363,1,Market,Filled,279.508241363, 
2019-12-20T18:48:10Z,NKE,99.435249984,-1,Market,Filled,-99.435249984, 
2019-12-20T19:28:00Z,NKE,99.67399008,-1,Market,Filled,-99.67399008, 
2019-12-20T20:47:24Z,NKE,99.455144992,-1,Market,Filled,-99.455144992, 
2019-12-20T20:47:24Z,AAPL,277.667604028,1,Market,Filled,277.667604028, 
2019-12-23T14:31:00Z,NKE,99.833150144,1,Market,Filled,99.833150144, 
2019-12-23T14:35:00Z,NKE,99.62425256,1,Market,Filled,99.62425256, 
2019-12-23T14:39:00Z,AAPL,280.184799951,-1,Market,Filled,-280.184799951, 
2019-12-23T14:39:00Z,NKE,99.445197488,1,Market,Filled,99.445197488, 
2019-12-23T14:51:00Z,NKE,99.395459968,1,Market,Filled,99.395459968, 
2019-12-23T16:13:00Z,NKE,99.37556496,1,Market,Filled,99.37556496, 
2019-12-23T17:20:00Z,AAPL,282.503008054,-1,Market,Filled,-282.503008054, 
2019-12-23T19:13:18Z,NKE,99.385512464,1,Market,Filled,99.385512464, 
2019-12-24T14:37:10Z,NKE,99.664042576,-1,Market,Filled,-99.664042576, 
2019-12-24T14:47:00Z,NKE,99.783412624,-1,Market,Filled,-99.783412624, 
2019-12-24T16:17:00Z,NKE,99.753570112,1,Market,Filled,99.753570112, 
2019-12-26T14:50:00Z,NKE,99.932625184,1,Market,Filled,99.932625184, 
2019-12-26T15:01:16Z,NKE,99.853045152,1,Market,Filled,99.853045152, 
2019-12-26T15:37:20Z,AAPL,285.368432662,-1,Market,Filled,-285.368432662, 
2019-12-26T15:37:20Z,NKE,99.693885088,1,Market,Filled,99.693885088, 
2019-12-26T16:18:00Z,NKE,99.743622608,1,Market,Filled,99.743622608, 
2019-12-26T16:44:02Z,NKE,99.753570112,1,Market,Filled,99.753570112, 
2019-12-27T15:18:30Z,NKE,100.788110528,1,Market,Filled,100.788110528, 
2019-12-27T15:18:45Z,AAPL,290.681407456,-1,Market,Filled,-290.681407456, 
2019-12-27T16:05:01Z,NKE,100.907480576,-1,Market,Filled,-100.907480576, 
2019-12-27T17:06:28Z,NKE,100.91742808,-1,Market,Filled,-100.91742808, 
2019-12-27T18:00:00Z,NKE,101.146220672,-1,Market,Filled,-101.146220672, 
2019-12-27T18:00:00Z,AAPL,288.641782301,1,Market,Filled,288.641782301, 
2019-12-27T18:39:00Z,NKE,101.126325664,-1,Market,Filled,-101.126325664, 
2019-12-30T14:28:58Z,AAPL,288.064717623,-243,Market On Open,Filled,-69999.726382389, 
2019-12-30T14:28:58Z,NKE,101.036798128,694,Market On Open,Filled,70119.537900832, 
2019-12-30T23:42:28Z,NKE,99.912730176,-694,Market On Open,Filled,-69339.434742144, 
2019-12-30T23:42:28Z,AAPL,288.462693263,239,Market On Open,Filled,68942.583689857, 
2019-12-31T15:04:10Z,AAPL,290.12424156,1,Market,Filled,290.12424156, 
2019-12-31T15:18:58Z,NKE,100.151470272,1,Market,Filled,100.151470272, 
2020-01-02T14:53:40Z,AAPL,295.586457219,-1,Market,Filled,-295.586457219, 
2020-01-02T14:53:40Z,NKE,100.837848048,4,Market,Filled,403.351392192, 
2020-01-02T15:07:00Z,NKE,101.026850624,1,Market,Filled,101.026850624, 
2020-01-02T15:56:00Z,AAPL,296.511750582,-1,Market,Filled,-296.511750582, 
2020-01-02T15:56:00Z,NKE,100.609055456,1,Market,Filled,100.609055456, 
2020-01-02T19:03:00Z,NKE,101.076588144,-1,Market,Filled,-101.076588144, 
2020-01-03T14:40:32Z,NKE,100.748320512,2,Market,Filled,201.496641024, 
2020-01-03T15:05:00Z,NKE,100.907480576,-2,Market,Filled,-201.814961152, 
2020-01-03T17:04:46Z,NKE,101.186010688,1,Market,Filled,101.186010688, 
2020-01-03T19:18:57Z,NKE,101.325275744,-1,Market,Filled,-101.325275744, 
2020-01-03T20:42:28Z,NKE,101.394908272,-1,Market,Filled,-101.394908272, 
2020-01-03T21:25:57Z,NKE,100.42005288,-1,Market On Open,Filled,-100.42005288, 
2020-01-03T21:25:57Z,AAPL,292.303158189,1,Market On Open,Filled,292.303158189, 
2020-01-06T14:31:00Z,NKE,100.648845472,-2,Market,Filled,-201.297690944, 
2020-01-06T14:34:43Z,NKE,100.728425504,1,Market,Filled,100.728425504, 
2020-01-06T14:48:00Z,NKE,100.748320512,1,Market,Filled,100.748320512, 
2020-01-06T14:57:00Z,NKE,100.589160448,1,Market,Filled,100.589160448, 
2020-01-06T15:23:00Z,NKE,100.579212944,1,Market,Filled,100.579212944, 
2020-01-06T15:30:00Z,AAPL,296.034179814,-1,Market,Filled,-296.034179814, 
2020-01-06T16:08:00Z,NKE,100.698582992,1,Market,Filled,100.698582992, 
2020-01-06T16:16:00Z,NKE,100.708530496,1,Market,Filled,100.708530496, 
2020-01-06T16:46:00Z,NKE,100.887585568,-1,Market,Filled,-100.887585568, 
2020-01-06T17:15:00Z,NKE,100.758268016,-1,Market,Filled,-100.758268016, 
2020-01-06T17:47:00Z,NKE,100.609055456,1,Market,Filled,100.609055456, 
2020-01-06T18:55:02Z,NKE,100.688635488,1,Market,Filled,100.688635488, 
2020-01-06T20:43:00Z,NKE,101.056693136,-1,Market,Filled,-101.056693136, 
2020-01-07T14:42:34Z,NKE,101.633648368,-2,Market,Filled,-203.267296736, 
2020-01-07T14:44:39Z,NKE,101.693333392,-1,Market,Filled,-101.693333392, 
2020-01-07T14:44:39Z,AAPL,296.830131094,1,Market,Filled,296.830131094, 
2020-01-07T15:06:00Z,NKE,102.041496032,-1,Market,Filled,-102.041496032, 
2020-01-07T15:27:29Z,NKE,102.021601024,-1,Market,Filled,-102.021601024, 
2020-01-07T15:55:50Z,NKE,101.673438384,2,Market,Filled,203.346876768, 
2020-01-07T17:51:00Z,NKE,101.225800704,2,Market,Filled,202.451601408, 
2020-01-07T18:56:00Z,AAPL,298.372286699,-1,Market,Filled,-298.372286699, 
2020-01-07T19:45:58Z,NKE,100.977113104,1,Market,Filled,100.977113104, 
2020-01-07T20:12:00Z,NKE,101.325275744,-1,Market,Filled,-101.325275744, 
2020-01-08T14:45:00Z,NKE,100.81795304,1,Market,Filled,100.81795304, 
2020-01-08T14:56:00Z,NKE,101.056693136,-1,Market,Filled,-101.056693136, 
2020-01-08T17:06:14Z,NKE,101.484435808,1,Market,Filled,101.484435808, 
2020-01-08T17:14:51Z,NKE,101.295433232,1,Market,Filled,101.295433232, 
2020-01-08T17:35:39Z,AAPL,300.929280186,-1,Market,Filled,-300.929280186, 
2020-01-08T17:35:39Z,NKE,101.31532824,1,Market,Filled,101.31532824, 
2020-01-08T18:36:03Z,NKE,101.305380736,1,Market,Filled,101.305380736, 
2020-01-08T20:08:00Z,NKE,101.245695712,1,Market,Filled,101.245695712, 
2020-01-09T14:37:00Z,AAPL,305.4910759595,-1,Market,Filled,-305.4910759595, 
2020-01-09T14:37:00Z,NKE,101.583910848,3,Market,Filled,304.751732544, 
2020-01-09T14:45:05Z,AAPL,307.167548343,-1,Market,Filled,-307.167548343, 
2020-01-09T14:45:05Z,NKE,101.444645792,2,Market,Filled,202.889291584, 
2020-01-09T15:55:38Z,NKE,101.444645792,1,Market,Filled,101.444645792, 
2020-01-09T17:36:00Z,NKE,101.06664064,-1,Market,Filled,-101.06664064, 
2020-01-09T18:17:38Z,NKE,101.245695712,1,Market,Filled,101.245695712, 
2020-01-09T18:32:54Z,NKE,101.11637816,1,Market,Filled,101.11637816, 
2020-01-09T20:47:48Z,AAPL,307.525726419,-1,Market,Filled,-307.525726419, 
2020-01-09T20:58:41Z,NKE,100.927375584,1,Market,Filled,100.927375584, 
2020-01-10T14:45:14Z,NKE,101.046745632,1,Market,Filled,101.046745632, 
2020-01-10T15:00:00Z,NKE,101.2158532,1,Market,Filled,101.2158532, 
2020-01-10T15:04:00Z,AAPL,310.649835193,-1,Market,Filled,-310.649835193, 
2020-01-10T15:16:00Z,NKE,100.977113104,1,Market,Filled,100.977113104, 
2020-01-10T16:30:34Z,NKE,100.907480576,-1,Market,Filled,-100.907480576, 
2020-01-10T17:21:00Z,NKE,100.609055456,-1,Market,Filled,-100.609055456, 
2020-01-10T18:13:00Z,NKE,100.688635488,1,Market,Filled,100.688635488, 
2020-01-10T19:16:00Z,NKE,100.42005288,1,Market,Filled,100.42005288, 
2020-01-10T19:31:06Z,NKE,100.579212944,-1,Market,Filled,-100.579212944, 
2020-01-10T21:22:04Z,NKE,100.4697904,1,Market On Open,Filled,100.4697904, 
2020-01-13T14:31:38Z,NKE,100.66874048,1,Market,Filled,100.66874048, 
2020-01-13T14:37:51Z,AAPL,311.545280383,-1,Market,Filled,-311.545280383, 
2020-01-13T14:37:51Z,NKE,100.430000384,2,Market,Filled,200.860000768, 
2020-01-13T14:43:00Z,NKE,100.609055456,-1,Market,Filled,-100.609055456, 
2020-01-13T15:27:00Z,NKE,100.708530496,-1,Market,Filled,-100.708530496, 
2020-01-13T15:32:00Z,NKE,100.86769056,-1,Market,Filled,-100.86769056, 
2020-01-13T20:04:00Z,NKE,101.554068336,1,Market,Filled,101.554068336, 
2020-01-13T20:57:00Z,NKE,101.802755936,1,Market,Filled,101.802755936, 
2020-01-13T21:01:54Z,NKE,102.290183632,1,Market On Open,Filled,102.290183632, 
2020-01-14T14:31:00Z,NKE,101.932073488,-1,Market,Filled,-101.932073488, 
2020-01-14T14:34:30Z,NKE,101.951968496,-1,Market,Filled,-101.951968496, 
2020-01-14T15:05:00Z,NKE,102.339921152,-2,Market,Filled,-204.679842304, 
2020-01-14T15:05:00Z,AAPL,313.515259801,1,Market,Filled,313.515259801, 
2020-01-14T15:53:00Z,NKE,102.65824128,-1,Market,Filled,-102.65824128, 
2020-01-14T17:29:14Z,NKE,102.85719136,-1,Market,Filled,-102.85719136, 
2020-01-14T17:51:11Z,AAPL,313.167031116,1,Market,Filled,313.167031116, 
2020-01-14T17:58:00Z,NKE,102.926823888,-1,Market,Filled,-102.926823888, 
2020-01-15T14:32:00Z,NKE,102.648293776,-1,Market,Filled,-102.648293776, 
2020-01-15T14:35:00Z,NKE,102.996456416,-1,Market,Filled,-102.996456416, 
2020-01-15T14:37:11Z,NKE,102.85719136,1,Market,Filled,102.85719136, 
2020-01-15T14:42:00Z,NKE,102.588608752,1,Market,Filled,102.588608752, 
2020-01-15T14:51:40Z,NKE,102.280236128,1,Market,Filled,102.280236128, 
2020-01-15T14:56:44Z,NKE,102.290183632,1,Market,Filled,102.290183632, 
2020-01-15T16:08:11Z,NKE,102.499081216,-1,Market,Filled,-102.499081216, 
2020-01-15T17:30:00Z,NKE,102.220551104,1,Market,Filled,102.220551104, 
2020-01-15T18:45:13Z,NKE,102.2106036,-1,Market,Filled,-102.2106036, 
2020-01-15T18:59:16Z,NKE,102.200656096,-1,Market,Filled,-102.200656096, 
2020-01-15T20:33:00Z,NKE,101.991758512,-2,Market,Filled,-203.983517024, 
2020-01-16T14:38:00Z,NKE,102.737821312,2,Market,Filled,205.475642624, 
